ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	149	-0.7961501493715589	-2.126650871686524	8.037298702611903e-19	3.459532919819906e-17	2.5344159295650354e-17	1849	tags=48%, list=8%, signal=45%	Icosl/Ccdc88b/Cd70/Gpr183/Zap70/Il15/Csf1/Spta1/Csf1r/Tnfrsf4/Tnfrsf13c/Igfbp2/Clcf1/Il6/Ebi3/Cd80/Il2/Cd38/Tgfbr2/Myd88/Vcam1/Nckap1l/Foxp3/Jak3/Syk/Havcr2/Anxa1/Il7/Lyn/Rasal3/Aif1/Tnfsf13b/Tlr4/Ccl19/Cd86/Lgals9/Ptpn22/Il23r/Il27ra/Sash3/Il12rb1/Slamf1/Il1a/H2-DMb1/Pycard/H2-Q10/Tlr9/Csf2rb2/Cd6/Pdcd1lg2/Il1b/H2-T23/Bst1/Cd40/Il2ra/Card11/Il21/Bst2/Ptprc/Cd28/Cd274/Tnfsf4/Pirb/Xcl1/Ccr2/H2-Q7/Cd74/Il12b/Fcgr4/Cd3e/Cd40lg/Ccl5
GOBP_REGULATION_OF_T_CELL_PROLIFERATION	GOBP_REGULATION_OF_T_CELL_PROLIFERATION	161	-0.7907308856243408	-2.1173526034058527	1.0131260413875632e-18	4.298549061315804e-17	3.149069966237734e-17	1849	tags=47%, list=8%, signal=44%	Icosl/Ccdc88b/Cd70/Zap70/Il15/Bmp4/Spta1/Tnfrsf13c/Igfbp2/Il6/Ebi3/Cd80/Il2/Tgfbr2/Vcam1/Nckap1l/Foxp3/Jak3/Vsig4/Syk/Havcr2/Anxa1/Rasal3/Aif1/Tnfsf18/Tnfsf13b/Ccl19/Cd86/H2-M3/Ptpn6/Ripk3/Lgals9/Ptpn22/Tnfrsf14/Il23r/Tnfrsf1b/Il27ra/Sash3/Il12rb1/Slamf1/Il1a/H2-DMb1/Pycard/H2-Q10/Irf1/Cd6/Pdcd1lg2/Crtam/Il1b/H2-T23/Rac2/Il2ra/Il27/Tnfsf8/Card11/Gpnmb/Il21/Ptprc/Lgals3/Cd28/Cd274/Ctla4/Arg1/Spn/Tnfsf4/Pirb/Lilrb4b/Xcl1/Ccr2/H2-Q7/H2-Eb1/Il12b/Il10/Cd3e/Cd40lg/Ccl5
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	207	-0.7503065315649744	-2.0354288627034838	4.542952084137933e-18	1.9003616464633325e-16	1.3921841301576141e-16	1693	tags=41%, list=7%, signal=38%	Tnfaip3/Bmp4/Axl/Il13ra2/Nr1h3/Thbd/Cd80/Il2/Cd300a/H2-Q1/Lst1/Emilin1/Hlx/Zc3h12a/Grn/Nckap1l/Lag3/Foxp3/Jak3/Tyrobp/Tnfrsf13b/Laptm5/Samsn1/Vsig4/Tnfaip8l2/Tbc1d10c/Inpp5d/Havcr2/Anxa1/Lyn/Ifnb1/Parp3/Mndal/Ctsg/Btk/Cd84/Cd86/Spi1/H2-M3/Ptpn6/Cnr2/Lgals9/Ptpn22/Runx1/Tnfrsf14/Hmox1/H2-Q10/Milr1/Irf1/Tspan32/Socs1/Pdcd1lg2/Il4ra/Crtam/Lax1/Tigit/Tarm1/Fcgr2b/Il2ra/Gpnmb/Ptprc/Fgl2/Lgals3/Cd274/Tbx21/Ctla4/Cd300lf/Blk/Arg1/Spn/Pglyrp2/Tnfsf4/Pirb/Fgr/Runx3/Lilrb4b/Xcl1/Ccr2/H2-Q7/H2-Eb1/Ifi204/Cd74/Cst7/Il10/Ifi205
GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION	GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION	104	-0.8290725717663764	-2.1405654738932975	6.648122479155773e-18	2.7423505226517563e-16	2.0090159597097929e-16	1975	tags=49%, list=9%, signal=45%	Ighv1-63/Stat6/Tnfsf13/Trbc2/Gpr183/Tnfrsf4/Tgfb1/Tnfrsf13c/Clcf1/Il6/Il2/Mmp14/Cd38/Ighg2c/Nckap1l/Inpp5d/Syk/Ighm/Il7/Tnfsf13b/Tlr4/Btk/Cd27/Sash3/Ighv1-82/Igha/Tlr9/Bst1/Cd40/Card11/Il21/Ptprc/Ighv1-78/Cd28/Tbx21/Ighv1-53/Iglc2/Tnfsf4/Ighg2b/Iglc3/Ighv1-42/Iglc1/Cd74/Igkc/Ighv1-64/Ighv1-55/Ighv14-4/Ighv9-3/Ighg3/Il10/Ighv1-12
GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	174	-0.7699315099837722	-2.0713528499957152	1.714541549211583e-17	6.975600549532057e-16	5.110248568450387e-16	1806	tags=40%, list=8%, signal=37%	Zap70/Il15/Nfam1/Bmp4/Axl/Il15ra/Cd80/Il2/Mmp14/Hlx/Zc3h12a/Tgfbr2/Nckap1l/Lag3/Foxp3/Jak3/Prdm1/Inpp5d/Syk/Ikzf3/Anxa1/Il7/Ifnb1/Btk/Nlrp3/Ccl19/Rhoh/Cd86/H2-M3/Ptpn6/Gata3/Lgals9/Runx1/Il23r/Cd27/Sash3/Il12rb1/H2-Oa/H2-Q10/Tespa1/Tlr9/Irf4/Irf1/Il7r/Socs1/Il4ra/Crtam/Il2ra/Il27/Card11/Ptprc/Fgl2/Cd28/Tbx21/Ctla4/Pglyrp2/Tnfsf4/Pirb/Runx3/Cd2/Slamf8/Lilrb4b/Ccr2/H2-Q7/H2-Eb1/Cd74/Il12b/Ifng/Il10
GOBP_REGULATION_OF_CELL_KILLING	GOBP_REGULATION_OF_CELL_KILLING	96	-0.8397908379651302	-2.157629064072508	1.8467608533391892e-17	7.411999641104584e-16	5.429949763658754e-16	1568	tags=52%, list=7%, signal=49%	Mr1/Cd160/H2-Q1/Serpinb9/Cfh/H2-M2/Nckap1l/Lag3/Tyrobp/Itgam/Syk/Havcr2/Raet1e/Icam1/Spi1/H2-M3/Cd226/Ripk3/Lgals9/Vav1/Il23r/Nos2/Il12rb1/H2-Q10/Il7r/Crtam/Cd5l/H2-T23/H2-D1/B2m/Fcgr2b/Il21/Ptprc/Slamf6/Dnase1l3/Arg1/Pirb/Xcl1/Klrk1/H2-Q7/H2-Eb1/Klrd1/Ncr1/Il12b/Ifng/Klrc2/Prf1/Il10/Klrc3/Klrc1
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION	GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION	206	-0.7415512538270956	-2.0119495505470937	9.043408021077379e-17	3.581189576346642e-15	2.6235402637988697e-15	2237	tags=41%, list=10%, signal=38%	Fadd/Adam17/Lyve1/Trem2/Wnt5a/Stap1/Cx3cr1/Ecm1/C5ar2/Pdgfd/Madcam1/Csf1/Itga2/Il6ra/Il1r1/Csf1r/Fut7/Serpine1/Il6/Thbs1/Itga4/Fut4/Selp/Lgmn/Cd300a/Mmp14/Rin3/Dpp4/Emilin1/Myd88/Cd200r1/Nckap1l/Dock8/Bmp5/Cmklr1/Ptger4/Anxa1/Lyn/Aif1/Msn/Gpsm3/F7/Sele/Icam1/Tnfsf18/Ptafr/Ccl19/Rhoh/Spi1/Ripk3/Lgals9/Tnfrsf14/Gcsam/Il27ra/Slamf1/Il1a/Fpr2/Pycard/Hmox1/C5ar1/Ccl1/C3ar1/Bst1/Rac2/Ccr7/Lgals3/Ccl3/Cxcl13/Spn/Ccl12/Ccr1/Ccl7/Gpr18/Slamf8/Xcl1/Klrk1/Tnfsf14/Ccr2/Ccl4/Cd74/Tnf/Ccl2/Cxcr3/Cxcl10/Ccl5
GOBP_ALPHA_BETA_T_CELL_ACTIVATION	GOBP_ALPHA_BETA_T_CELL_ACTIVATION	154	-0.7708589912747437	-2.0629685367358097	1.7827967811789835e-16	6.966982158028397e-15	5.103934829220165e-15	2816	tags=60%, list=12%, signal=53%	Itpkb/Cd55/Ctsl/Zbtb16/Loxl3/Ada/Malt1/Cracr2a/Cbfb/Ripk2/Eomes/Vsir/Relb/Atp7a/Pla2g2d/Stat3/Hfe/Stat6/Gpr183/Zap70/Il15/Tcirg1/Il6ra/Fut7/Cd160/Il6/Ebi3/Cd80/Il2/Cd300a/Hlx/Zc3h12a/Tgfbr2/Nckap1l/Foxp3/Jak3/Prdm1/Syk/Ptger4/Anxa1/Rasal3/Nlrp3/Ccl19/Cd86/Wdfy4/Il18r1/Dock2/Gata3/Lgals9/Ptpn22/Runx1/Tnfrsf14/Il23r/Clec4a3/Sash3/Il12rb1/H2-Q10/Irf4/Irf1/Socs1/Elf4/Il4ra/Crtam/Itk/Bcl3/H2-T23/Tarm1/Rsad2/Batf/Il27/Tnfsf8/Il21/Ptprc/Cd28/Cd274/Tbx21/Slamf6/Ly9/Spn/Tnfsf4/Pirb/Runx3/Gpr18/Lilrb4b/Xcl1/Ccr2/H2-Q7/H2-Eb1/Il12b/Ifng/Cd3e/Nkg7
GOBP_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	GOBP_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	277	-0.7056274708381968	-1.9241215980809507	1.9706868314388684e-16	7.60122063554992e-15	5.5685709919127024e-15	2418	tags=31%, list=11%, signal=28%	Unc5cl/Akap13/Ednra/Relb/Nek6/Fadd/Trem2/Wnt5a/Rel/Trim52/Capn3/Trim6/Cx3cr1/Ecm1/F2r/Cflar/Alpk1/Htr2b/Tnfaip3/Eda2r/Tnfrsf1a/Nod1/Ripk1/Angpt1/Tifa/Shisa5/Ect2/Tlr3/Nlrc3/Zc3h12a/Myd88/Irak4/Lgals1/Ticam2/Trim25/Tifab/Ppm1n/Plcg2/Tlr7/Tlr6/Traf1/Clec4n/Tlr4/S100a4/Ikbke/Btk/Casp8/Ccl19/Rhoh/Birc3/Trim5/Ripk3/Tnip3/Apol7a/Lgals9/Trim12c/Trim34a/Cd36/Trim21/Il1a/Tnfsf10/Pycard/Hmox1/Tlr9/Tnfsf11/Fasl/Trim14/Casp1/Il1b/Bcl3/Stat1/Tmem106a/Ccr7/Cd40/Card11/Gbp7/Bst2/Tlr2/Clec4d/Tlr8/Lilrb4b/H2-Eb1/Sectm1a/Cd74/Tnf/Ubd
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	109	-0.8129821474111288	-2.1099449559462298	2.792680015792915e-16	1.0633666213980716e-14	7.790107412474974e-15	1603	tags=50%, list=7%, signal=47%	Fadd/Clnk/Trem2/Stat6/Tnfsf13/Il1r1/Mr1/Tgfb1/Cd160/Clcf1/Il6/Il2/H2-Q1/Lta/H2-M2/Lag3/Foxp3/Raet1e/Btk/Sh2d1b2/Nlrp3/H2-M3/Cd226/Il18r1/Gata3/Vav1/Il23r/Sash3/Il12rb1/Slamf1/H2-Q10/Crtam/Il1b/H2-T23/H2-D1/B2m/Cd40/Rsad2/Il21/Ptprc/Cd28/Tbx21/Slamf6/Tnfsf4/Xcl1/Klrk1/H2-Q7/H2-Eb1/Klrd1/Tnf/Il12b/Klrc2/C3/Klrc3/Klrc1
GOBP_VIRAL_PROCESS	GOBP_VIRAL_PROCESS	394	-0.657366491054044	-1.7989009000811962	2.989826174122373e-16	1.1240232578662592e-14	8.23447128835569e-15	2384	tags=24%, list=11%, signal=22%	Tpcn2/Resf1/Fcnb/Ctsb/Lrrc15/Mitd1/Itgb1/Rest/Ide/Selplg/Cav2/Trim6/Cav1/Slpi/Zfp36/Itga2/Axl/Cldn1/Csf1r/Rab29/Ly6e/Tnfrsf4/Gpr15/F11r/Stom/Vamp8/Slc1a5/Cd80/Top2a/Trim10/Ifitm2/Mrc1/Zc3h12a/Lgals1/Mdfic/Plscr1/Trim25/Ifit1bl1/Cdk1/Cxcr4/Ifnb1/Clec5a/Icam1/Fam111a/Ccr5/Ch25h/Trim5/Cd86/Ifitm1/Eif2ak2/Gypa/Lgals9/Zc3hav1/Ciita/Trim12c/Tnfrsf14/Parp10/Trim34a/Anpep/Slamf1/Trim21/Parp9/Apobec3/Ptx3/Ccl1/Ifih1/Trim14/Havcr1/Ifitm3/Siglec1/Stat1/Itgb7/Isg20/Rsad2/Gbp7/Oas2/Bst2/Isg15/Cd28/Ccl3/Oas3/Oas1a/Oas1g/Ccl12/Irf7/Oasl1/H2-Eb1/Ccl4/Gfi1/Cxcr6/Cd74/Tnf/Ccl2/Ifi205/Ccl5
GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	119	-0.80082359129831	-2.097388599018625	3.7957564979263104e-16	1.4091745998551427e-14	1.0323458791070637e-14	2218	tags=45%, list=10%, signal=41%	Mapkapk2/Trem2/Cd14/Cav1/Tnfaip3/Ly96/Colec12/Nr1h3/Tlr3/Cd300a/Rab7b/Myd88/Irak4/Nmi/Ticam2/Unc93b1/Mapkapk3/Havcr2/Plcg2/Lyn/Tlr7/Lilra6/Treml4/Ifi35/Tlr6/Tlr4/Cyba/Btk/Birc3/Tnip3/Ctss/Tasl/Lgals9/Ptpn22/Cd36/Tlr1/Tlr9/Irf4/Irf1/Reg3g/Pik3ap1/Cd40/Rsad2/Tlr2/Cd300lf/Oas1a/Tlr8/Oas1g/Irf7/Scimp/Pira2/Gfi1/Tnf/Acod1
GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	83	-0.8510593378955934	-2.1658169268193252	4.531712941646424e-16	1.6616280786036888e-14	1.2172905328633088e-14	2278	tags=67%, list=10%, signal=61%	Blnk/Ighv14-3/Pik3cd/Stap1/Cmtm3/Sh2b2/Ighv1-63/Bmx/Trbc2/Nfam1/Tec/Cd300a/Cd38/Ighg2c/Nckap1l/Syk/Cd79a/Ighm/Plcg2/Lyn/Lck/Mndal/Btk/Lat2/Ms4a1/Ptpn6/Cd79b/Lpxn/Cd19/Ptpn22/Gcsam/Klhl6/Ighv1-82/Igha/Itk/Cd22/Fcgr2b/Ptprc/Ighv1-78/Ighv1-53/Ctla4/Blk/Iglc2/Ighg2b/Iglc3/Ifi204/Ighv1-42/Iglc1/Igkc/Ighv1-64/Ighv1-55/Ighv14-4/Ighv9-3/Ighg3/Ighv1-12/Ifi205
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	155	-0.7679767884541667	-2.055316526050014	5.275128771840552e-16	1.9106259088251755e-14	1.3997036163535846e-14	1693	tags=45%, list=7%, signal=42%	Tnfaip3/Bmp4/Axl/Cd80/Il2/Cd300a/H2-Q1/Lst1/Hlx/Zc3h12a/Nckap1l/Lag3/Foxp3/Jak3/Tyrobp/Tnfrsf13b/Laptm5/Samsn1/Vsig4/Tnfaip8l2/Tbc1d10c/Inpp5d/Havcr2/Anxa1/Lyn/Ifnb1/Parp3/Mndal/Ctsg/Btk/Cd86/H2-M3/Ptpn6/Lgals9/Ptpn22/Runx1/Tnfrsf14/H2-Q10/Irf1/Socs1/Pdcd1lg2/Il4ra/Crtam/Lax1/Tigit/Tarm1/Fcgr2b/Il2ra/Gpnmb/Fgl2/Lgals3/Cd274/Tbx21/Ctla4/Blk/Arg1/Spn/Pglyrp2/Tnfsf4/Pirb/Fgr/Runx3/Lilrb4b/Xcl1/H2-Q7/H2-Eb1/Ifi204/Cd74/Il10/Ifi205
GOBP_T_CELL_MEDIATED_IMMUNITY	GOBP_T_CELL_MEDIATED_IMMUNITY	104	-0.8142828716165594	-2.102380250321755	5.88066451725918e-16	2.104285977862622e-14	1.5415768620386463e-14	1603	tags=47%, list=7%, signal=44%	Il1r1/Mr1/Trex1/Fut7/Il6/H2-Q1/H2-M2/Nckap1l/Foxp3/Ifnb1/Was/Icam1/Nlrp3/Ctsh/H2-M3/Ripk3/Il18r1/Gata3/Il23r/Tnfrsf1b/Sash3/Il12rb1/Slamf1/H2-Q10/Il7r/Crtam/Il1b/H2-T23/H2-D1/Ctsc/B2m/Fcgr2b/Myo1g/Rsad2/Ptprc/Tbx21/Arg1/Tnfsf4/Pirb/Lilrb4b/Xcl1/Ccr2/H2-Q7/H2-Eb1/Klrd1/Il12b/Cd8a/Prf1/Klrc1
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	92	-0.8361603100254444	-2.1431442067523054	7.392967137708144e-16	2.6139419522610934e-14	1.914945247323651e-14	2152	tags=57%, list=10%, signal=51%	Ide/Trem2/Hfe/Rab27a/H2-DMa/Ctsd/Psme1/Nod1/Mr1/Trex1/Cd68/Thbs1/Lgmn/H2-Q1/H2-M2/Tapbpl/Tapbp/H2-Ob/Was/Icam1/Erap1/Ccl19/Ctsh/H2-M3/Wdfy4/Slc11a1/Fcer1g/Ctss/Clec4a3/Tap2/Rab32/H2-DMb1/Pycard/H2-Oa/H2-Q10/H2-T23/H2-D1/B2m/Fcgr2b/Ccr7/Ifi30/Fgl2/Psmb8/Ctse/Tap1/Pirb/H2-Q7/H2-Eb1/H2-Ab1/Cd74/H2-Aa/Cd8a
GOBP_LYMPHOCYTE_MIGRATION	GOBP_LYMPHOCYTE_MIGRATION	101	-0.8157050503664149	-2.1040898635396075	8.497718773926627e-16	2.9692029127720094e-14	2.1752055363103825e-14	2237	tags=53%, list=10%, signal=48%	Stk10/Adam8/Fadd/Adam17/Hsd3b7/Pik3cd/Wnt5a/Ecm1/Gpr183/Zap70/Madcam1/Fut7/Gpr15/F11r/Ccl9/Itga4/Fut4/Cd200r1/Ccl6/Dock8/Pik3cg/Aif1/Msn/Icam1/Ccl19/Ch25h/Ripk3/Ccl22/Gata3/Tnfrsf14/Gcsam/Il27ra/Pycard/Ccl1/Crtam/Itgb7/Myo1g/Ccr7/Tbx21/Cxcl16/Ccl3/Cxcl13/Spn/Itgal/Ccl12/Ccl7/Xcl1/Klrk1/Tnfsf14/Ccr2/Ccl4/Ccl2/Cxcl10/Ccl5
GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	97	-0.8248749149200723	-2.1213016637459767	9.290323891456049e-16	3.208402553212147e-14	2.3504405732729078e-14	1849	tags=57%, list=8%, signal=52%	Icosl/Ccdc88b/Cd70/Zap70/Il15/Spta1/Tnfrsf13c/Igfbp2/Il6/Ebi3/Cd80/Il2/Tgfbr2/Vcam1/Nckap1l/Foxp3/Jak3/Syk/Havcr2/Anxa1/Rasal3/Aif1/Tnfsf13b/Ccl19/Cd86/Lgals9/Ptpn22/Il23r/Il27ra/Sash3/Il12rb1/Slamf1/Il1a/H2-DMb1/Pycard/H2-Q10/Cd6/Pdcd1lg2/Il1b/H2-T23/Il2ra/Card11/Il21/Ptprc/Cd28/Cd274/Tnfsf4/Pirb/Xcl1/Ccr2/H2-Q7/Il12b/Cd3e/Cd40lg/Ccl5
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	98	-0.8195367583018749	-2.107666117342998	1.3988520625887658e-15	4.775391524009925e-14	3.498399532209292e-14	2706	tags=62%, list=12%, signal=55%	Loxl3/Malt1/Cracr2a/Ripk2/Eomes/Relb/Atp7a/Stat3/Rab27a/Stat6/Gpr183/Il6ra/Il6/Cd80/Il2/Hlx/Zc3h12a/Apbb1ip/Nckap1l/Foxp3/Jak3/Havcr2/Ptger4/Anxa1/Ifnb1/Icam1/Tnfsf18/Nlrp3/Ccl19/Cd86/Slc11a1/Il18r1/Fcer1g/Gata3/Lgals9/Il23r/Il12rb1/H2-DMb1/Lcp1/Irf4/Il4ra/Bcl3/Fcgr2b/Batf/Il27/Il21/Fgl2/Lgals3/Tbx21/Slamf6/Clec4d/Ly9/Spn/Tnfsf4/Itgal/Pirb/H2-Eb1/Clec4e/Cd74/Il12b/Ifng
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	110	-0.812413546759211	-2.108537363299211	1.4269707062382135e-15	4.8160261335539705e-14	3.528168002146397e-14	1631	tags=49%, list=7%, signal=46%	Il13ra2/Angpt1/Tgfb1/Il2/Cd300a/H2-Q1/Serpinb9/Hlx/Zc3h12a/H2-M2/Grn/Nckap1l/Foxp3/Jak3/Vsig4/Havcr2/Anxa1/Ifnb1/Parp3/Cd84/Spi1/H2-M3/Ptpn6/Lgals9/Slamf1/Hmox1/H2-Q10/Il7r/Il4ra/A2m/Cd22/H2-T23/H2-D1/Serping1/Fcgr2b/Bst2/Ptprc/Fgl2/Lgals3/Tbx21/Arg1/Pglyrp2/Tnfsf4/Pirb/Slamf8/Lilrb4b/Xcl1/Ccr2/H2-Q7/Cd96/Klrd1/Tnf/Il10/Klrc1
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	164	-0.753332962217572	-2.0168579885972577	1.79513461019406e-15	5.990505384580179e-14	4.388578638996006e-14	2370	tags=50%, list=10%, signal=45%	Vsir/Adam8/Fadd/Mapkapk2/Trem2/Cd14/Stat3/Wnt5a/Ifngr1/Cx3cr1/Spon2/C5ar2/Zfp36/Tnfaip3/Axl/Ly96/Nod1/Cd33/Trex1/Ripk1/Angpt1/Lilra5/Tlr3/Il6/Thbs1/Nlrc3/Zc3h12a/Myd88/Foxp3/Tyrobp/Syk/Rigi/Havcr2/Plcg2/Lilra6/Orm2/Tlr4/Cyba/Cd84/Ptafr/Ccl19/Cd86/Ptpn6/Mmp8/Lgals9/Tspo/Ptpn22/Clec4a3/Il27ra/Orm1/Sash3/Cd36/Slamf1/Il1a/Pycard/Tlr1/Tlr9/Ifih1/Acp5/Bcl3/H2-T23/Tmem106a/Gpnmb/Oas2/Tlr2/Ptprc/Cd274/Ccl3/Oas3/Oas1a/Spn/Oas1g/Pirb/Gpr18/Cd2/Cybb/Lilrb4b/Ccr2/Pira2/Il12b/Ifng/Il10
GOBP_REGULATION_OF_VIRAL_PROCESS	GOBP_REGULATION_OF_VIRAL_PROCESS	144	-0.7683314038246386	-2.0444537765559208	2.3314921569497557e-15	7.693924117934194e-14	5.6364845478539715e-14	1866	tags=34%, list=8%, signal=31%	Slpi/Zfp36/Axl/Ly6e/Stom/Top2a/Trim10/Ifitm2/Lgals1/Mdfic/Plscr1/Trim25/Ifit1bl1/Cxcr4/Ifnb1/Fam111a/Ch25h/Trim5/Ifitm1/Eif2ak2/Lgals9/Zc3hav1/Ciita/Trim12c/Parp10/Trim34a/Trim21/Apobec3/Ptx3/Ifih1/Trim14/Ifitm3/Stat1/Isg20/Rsad2/Gbp7/Oas2/Bst2/Isg15/Cd28/Oas3/Oas1a/Oas1g/Oasl1/H2-Eb1/Cd74/Tnf/Ifi205/Ccl5
GOBP_GRANULOCYTE_MIGRATION	GOBP_GRANULOCYTE_MIGRATION	136	-0.7802407163323252	-2.06996472861952	3.3683335283248142e-15	1.0993352284752415e-13	8.053609488776624e-14	2416	tags=46%, list=11%, signal=42%	S100a9/S100a8/Adam8/Cxcl2/Pik3cd/Itga1/Adgre5/Ppbp/Il17ra/C5ar2/Csf1/Il1r1/Csf1r/Fut7/Ccl9/Thbs1/Fut4/Cd300a/Dpp4/Myd88/Irak4/Csf3r/Ccl6/Nckap1l/Cmklr1/Syk/Pik3cg/Ptger4/Anxa1/Cd300c2/Ccl19/Rhoh/Cd177/Ccl22/Fcer1g/Vav1/Slamf1/Il1a/C5ar1/Trem1/Ccl1/Jaml/Il1b/Itgb2/Mcoln2/C3ar1/Bst1/Rac2/Ccr7/Cd300c/Lgals3/Ccl3/Cxcl13/Ccl12/Ccl7/Slamf8/Xcl1/Ccl4/Cd74/Ccl2/Cxcl10/Ccl5/Cxcl9
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	78	-0.8482896141200479	-2.140484147020843	5.684804069241595e-15	1.8352030527877756e-13	1.3444496580231555e-13	1568	tags=56%, list=7%, signal=53%	Mr1/Cd160/H2-Q1/Serpinb9/H2-M2/Nckap1l/Lag3/Tyrobp/Itgam/Havcr2/Raet1e/Icam1/Spi1/H2-M3/Cd226/Ripk3/Lgals9/Vav1/Il23r/Nos2/Il12rb1/H2-Q10/Il7r/Crtam/H2-T23/H2-D1/B2m/Fcgr2b/Il21/Ptprc/Slamf6/Dnase1l3/Arg1/Pirb/Xcl1/Klrk1/H2-Q7/H2-Eb1/Klrd1/Ncr1/Il12b/Klrc2/Klrc3/Klrc1
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	101	-0.80802922826577	-2.0842902809955914	6.288835949132469e-15	2.0083701902068206e-13	1.4713100064354063e-13	2083	tags=52%, list=9%, signal=48%	Hfe/Wnt5a/Trim6/Spon2/Il1r1/Angpt1/Tgfb1/Cd160/Tlr3/Il6/Ffar2/H2-Q1/Lacc1/Foxp3/Jak3/Laptm5/Rigi/Plcg2/Ifnb1/Tlr4/Btk/Nlrp3/H2-M3/Cd226/Il18r1/Gata3/Tnfrsf14/Tnfrsf1b/Sash3/Cd36/Slamf1/Slamf9/Hmox1/H2-Q10/Trem1/Il1b/H2-T23/B2m/Rsad2/Bst2/Tbx21/Arg1/Tnfsf4/Pirb/Scimp/Lilrb4b/Xcl1/Ccr2/H2-Q7/Cd96/Cd74/Tnf/Il10
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION	146	-0.7678177650398763	-2.047144089133003	8.22251277983047e-15	2.5979641442655844e-13	1.9032400801690465e-13	1400	tags=39%, list=6%, signal=37%	Zap70/Il15/Bmp4/Cd80/Il2/Hlx/Zc3h12a/Tgfbr2/Nckap1l/Lag3/Foxp3/Jak3/Prdm1/Syk/Anxa1/Il7/Ifnb1/Nlrp3/Ccl19/Rhoh/Cd86/H2-M3/Gata3/Lgals9/Runx1/Il23r/Cd27/Sash3/Il12rb1/H2-Oa/H2-Q10/Tespa1/Irf4/Irf1/Il7r/Socs1/Il4ra/Crtam/Il2ra/Il27/Card11/Ptprc/Fgl2/Cd28/Tbx21/Ctla4/Tnfsf4/Pirb/Runx3/Cd2/Lilrb4b/Ccr2/H2-Q7/H2-Eb1/Cd74/Il12b/Ifng
