query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	9.043518847077171e-88	2955	7769	1592	0.20491697773201184	0.5387478849407783	GO:0051239	GO:BP	regulation of multicellular organismal process	21031	14037	
query_1	TRUE	9.213092105778944e-87	4881	7769	2404	0.3094349337109023	0.4925220241753739	GO:0051234	GO:BP	establishment of localization	21031	14032	
query_1	TRUE	2.9175280121868695e-86	4912	7769	2415	0.31085081735101044	0.49165309446254074	GO:0019538	GO:BP	protein metabolic process	21031	6075	
query_1	TRUE	5.1068127431144965e-85	2637	7769	1444	0.18586690693782984	0.5475919605612438	GO:0010033	GO:BP	response to organic substance	21031	3883	
query_1	TRUE	1.396788058390485e-83	3973	7769	2016	0.2594928562234522	0.5074251195570099	GO:0048731	GO:BP	system development	21031	13413	
query_1	TRUE	1.7786422633508045e-83	4366	7769	2180	0.28060239413051874	0.49931287219422815	GO:0030154	GO:BP	cell differentiation	21031	6924	
query_1	TRUE	2.361799488268342e-83	4367	7769	2180	0.28060239413051874	0.4991985344630181	GO:0048869	GO:BP	cellular developmental process	21031	13537	
query_1	TRUE	2.5368228538374166e-82	2799	7769	1508	0.194104775389368	0.5387638442300822	GO:0007166	GO:BP	cell surface receptor signaling pathway	21031	2761	
query_1	TRUE	1.9919562333888927e-80	2425	7769	1337	0.17209422062041446	0.551340206185567	GO:0051128	GO:BP	regulation of cellular component organization	21031	13953	
query_1	TRUE	1.2596345662789897e-76	2668	7769	1434	0.184579739992277	0.5374812593703149	GO:0035556	GO:BP	intracellular signal transduction	21031	9405	
query_1	TRUE	1.0891204658180706e-73	2274	7769	1251	0.16102458488866006	0.5501319261213721	GO:0048584	GO:BP	positive regulation of response to stimulus	21031	13280	
query_1	TRUE	5.000283519195158e-72	2683	7769	1427	0.18367872313039002	0.5318673127096534	GO:0070887	GO:BP	cellular response to chemical stimulus	21031	16854	
query_1	TRUE	3.584599748629342e-70	1971	7769	1105	0.1422319474835886	0.5606291222729579	GO:0071310	GO:BP	cellular response to organic substance	21031	17066	
query_1	TRUE	1.408876257234418e-69	3621	7769	1821	0.23439310078517184	0.5028997514498758	GO:0051641	GO:BP	cellular localization	21031	14309	
query_1	TRUE	3.22399437597894e-68	2018	7769	1121	0.14429141459647316	0.5555004955401388	GO:0032879	GO:BP	regulation of localization	21031	8155	
query_1	TRUE	9.32587110696484e-68	2819	7769	1473	0.18959969107993307	0.5225257183398369	GO:0048468	GO:BP	cell development	21031	13194	
query_1	TRUE	2.9138328605300923e-64	3613	7769	1799	0.23156133350495559	0.4979241627456407	GO:0006996	GO:BP	organelle organization	21031	2642	
query_1	TRUE	8.798078862689857e-61	3262	7769	1639	0.21096666237611017	0.5024524831391785	GO:0043412	GO:BP	macromolecule modification	21031	11034	
query_1	TRUE	5.544733401234556e-60	1778	7769	990	0.12742952760973097	0.5568053993250843	GO:0023056	GO:BP	positive regulation of signaling	21031	6878	
query_1	TRUE	6.6131789419184e-60	3711	7769	1824	0.2347792508688377	0.49151172190784154	GO:0009893	GO:BP	positive regulation of metabolic process	21031	3791	
query_1	TRUE	1.3159048171804814e-59	3031	7769	1537	0.19783755953147122	0.5070933685252392	GO:0036211	GO:BP	protein modification process	21031	9821	
query_1	TRUE	1.442185323672042e-59	1092	7769	669	0.08611146865748488	0.6126373626373627	GO:0001775	GO:BP	cell activation	21031	445	
query_1	TRUE	2.0272765667672388e-59	1777	7769	988	0.12717209422062042	0.5559932470455824	GO:0010647	GO:BP	positive regulation of cell communication	21031	4343	
query_1	TRUE	2.6950042679147217e-59	2846	7769	1457	0.18754022396704853	0.5119465917076599	GO:0065008	GO:BP	regulation of biological quality	21031	16385	
query_1	TRUE	1.0940508912357077e-58	5874	7769	2695	0.3468914918264899	0.45880149812734083	GO:0048519	GO:BP	negative regulation of biological process	21031	13227	
query_1	TRUE	9.78898205689972e-58	2723	7769	1399	0.18007465568284206	0.5137715754682336	GO:0009605	GO:BP	response to external stimulus	21031	3570	
query_1	TRUE	3.731470996754736e-57	1512	7769	861	0.11082507401209937	0.5694444444444444	GO:0002682	GO:BP	regulation of immune system process	21031	1207	
query_1	TRUE	4.420246359934639e-57	2006	7769	1084	0.13952889689792766	0.5403788634097707	GO:0008283	GO:BP	cell population proliferation	21031	3185	
query_1	TRUE	4.855354475261398e-57	2455	7769	1281	0.16488608572531857	0.5217922606924643	GO:0050793	GO:BP	regulation of developmental process	21031	13690	
query_1	TRUE	5.802366401114024e-57	1561	7769	883	0.11365684129231561	0.5656630365150545	GO:0009967	GO:BP	positive regulation of signal transduction	21031	3843	
query_1	TRUE	7.786739816398344e-56	2596	7769	1338	0.17222293731496977	0.5154083204930663	GO:0006793	GO:BP	phosphorus metabolic process	21031	2507	
query_1	TRUE	1.8123075796131798e-55	2571	7769	1326	0.17067833698030635	0.5157526254375729	GO:0006796	GO:BP	phosphate-containing compound metabolic process	21031	2510	
query_1	TRUE	3.113281295804839e-55	2358	7769	1233	0.15870768438666494	0.5229007633587787	GO:0071702	GO:BP	organic substance transport	21031	17372	
query_1	TRUE	3.902451673060061e-54	1911	7769	1033	0.13296434547560818	0.5405546834118262	GO:0071705	GO:BP	nitrogen compound transport	21031	17375	
query_1	TRUE	6.827970097565981e-54	1861	7769	1010	0.13000386150083665	0.5427189682966147	GO:0141124	GO:BP	intracellular signaling cassette	21031	20599	
query_1	TRUE	1.654691233116559e-53	946	7769	585	0.07529926631484103	0.6183932346723044	GO:0045321	GO:BP	leukocyte activation	21031	11749	
query_1	TRUE	1.9182539392907513e-53	1972	7769	1058	0.13618226283949028	0.5365111561866126	GO:0051649	GO:BP	establishment of localization in cell	21031	14317	
query_1	TRUE	4.133294947423542e-53	1799	7769	980	0.12614236066417814	0.5447470817120622	GO:0065009	GO:BP	regulation of molecular function	21031	16386	
query_1	TRUE	4.732980494766833e-53	3957	7769	1899	0.24443300296048398	0.4799090219863533	GO:0042221	GO:BP	response to chemical	21031	10394	
query_1	TRUE	6.907529160750316e-53	1594	7769	887	0.11417170807053675	0.5564617314930991	GO:0051049	GO:BP	regulation of transport	21031	13898	
query_1	TRUE	7.224044187641157e-53	2531	7769	1300	0.16733170292186897	0.5136309758988542	GO:0007399	GO:BP	nervous system development	21031	2932	
query_1	TRUE	1.0265951966011713e-52	1637	7769	906	0.11661732526708714	0.5534514355528406	GO:0051240	GO:BP	positive regulation of multicellular organismal process	21031	14038	
query_1	TRUE	1.0849610667371012e-52	1766	7769	964	0.12408289355129361	0.5458663646659117	GO:1902531	GO:BP	regulation of intracellular signal transduction	21031	22895	
query_1	TRUE	2.1843193501434772e-52	1496	7769	841	0.1082507401209937	0.5621657754010695	GO:0016477	GO:BP	cell migration	21031	5292	
query_1	TRUE	2.6064817813289723e-52	3420	7769	1674	0.2154717466855451	0.48947368421052634	GO:0010604	GO:BP	positive regulation of macromolecule metabolic process	21031	4301	
query_1	TRUE	9.404651393757872e-52	3346	7769	1641	0.21122409576522075	0.49043634190077706	GO:0031325	GO:BP	positive regulation of cellular metabolic process	21031	7374	
query_1	TRUE	9.478147258040181e-52	1663	7769	915	0.1177757755180847	0.550210463018641	GO:1901700	GO:BP	response to oxygen-containing compound	21031	22187	
query_1	TRUE	2.015271861746335e-50	2684	7769	1357	0.17466855451152014	0.5055886736214605	GO:0009653	GO:BP	anatomical structure morphogenesis	21031	3608	
query_1	TRUE	3.8058751658018185e-50	3210	7769	1578	0.20311494400823787	0.491588785046729	GO:0033036	GO:BP	macromolecule localization	21031	8276	
query_1	TRUE	9.187793391687252e-50	1678	7769	916	0.11790449221263997	0.5458879618593564	GO:0009719	GO:BP	response to endogenous stimulus	21031	3654	
query_1	TRUE	1.4737927081551242e-49	2102	7769	1103	0.14197451409447806	0.5247383444338725	GO:0051246	GO:BP	regulation of protein metabolic process	21031	14041	
query_1	TRUE	6.774571010338537e-49	1648	7769	900	0.11584502509975544	0.5461165048543689	GO:0048585	GO:BP	negative regulation of response to stimulus	21031	13281	
query_1	TRUE	1.4695286041568413e-48	5541	7769	2517	0.32397992019564936	0.4542501353546291	GO:0048523	GO:BP	negative regulation of cellular process	21031	13231	
query_1	TRUE	3.0787526931866914e-47	2556	7769	1291	0.1661732526708714	0.5050860719874805	GO:0009056	GO:BP	catabolic process	21031	3269	
query_1	TRUE	9.584956570572027e-47	1988	7769	1044	0.13438022911571632	0.5251509054325956	GO:0008219	GO:BP	cell death	21031	3180	
query_1	TRUE	4.6898249912153635e-46	1984	7769	1040	0.1338653623374952	0.5241935483870968	GO:0012501	GO:BP	programmed cell death	21031	4630	
query_1	TRUE	4.705560531797419e-46	2776	7769	1380	0.17762903848629166	0.49711815561959655	GO:0002376	GO:BP	immune system process	21031	913	
query_1	TRUE	6.70308195289942e-46	1340	7769	752	0.09679495430557343	0.5611940298507463	GO:0080134	GO:BP	regulation of response to stress	21031	18338	
query_1	TRUE	8.236814710064752e-46	1709	7769	918	0.11816192560175055	0.5371562317144529	GO:0048870	GO:BP	cell motility	21031	13538	
query_1	TRUE	6.004215775469975e-45	1116	7769	646	0.08315098468271334	0.578853046594982	GO:0051130	GO:BP	positive regulation of cellular component organization	21031	13955	
query_1	TRUE	1.0847812849866522e-44	1683	7769	903	0.11623117518342128	0.5365418894830659	GO:0042127	GO:BP	regulation of cell population proliferation	21031	10326	
query_1	TRUE	1.3542487670003735e-44	1547	7769	842	0.10837945681554897	0.5442792501616031	GO:0016192	GO:BP	vesicle-mediated transport	21031	5229	
query_1	TRUE	1.5800625328816543e-44	1432	7769	790	0.10168618869867421	0.5516759776536313	GO:0071495	GO:BP	cellular response to endogenous stimulus	21031	17229	
query_1	TRUE	3.0262320788165457e-44	1913	7769	1003	0.12910284463894967	0.5243073706220596	GO:0006915	GO:BP	apoptotic process	21031	2593	
query_1	TRUE	1.4751491583061539e-43	783	7769	484	0.06229888016475737	0.6181353767560664	GO:0046649	GO:BP	lymphocyte activation	21031	12692	
query_1	TRUE	3.765479142494903e-43	1512	7769	822	0.1058051229244433	0.5436507936507936	GO:0007155	GO:BP	cell adhesion	21031	2750	
query_1	TRUE	9.594418039265391e-43	1742	7769	923	0.11880550907452697	0.5298507462686567	GO:0022008	GO:BP	neurogenesis	21031	6799	
query_1	TRUE	1.4114386005986282e-42	1054	7769	611	0.07864590037327841	0.579696394686907	GO:0002684	GO:BP	positive regulation of immune system process	21031	1209	
query_1	TRUE	1.6101076440462672e-42	965	7769	569	0.07323979920195649	0.5896373056994819	GO:0030097	GO:BP	hemopoiesis	21031	6912	
query_1	TRUE	1.751007183317407e-42	1328	7769	737	0.09486420388724418	0.5549698795180723	GO:0051094	GO:BP	positive regulation of developmental process	21031	13928	
query_1	TRUE	3.1035521833924586e-42	1398	7769	768	0.09885442141845797	0.5493562231759657	GO:0023057	GO:BP	negative regulation of signaling	21031	6879	
query_1	TRUE	3.1035521833924586e-42	1398	7769	768	0.09885442141845797	0.5493562231759657	GO:0010648	GO:BP	negative regulation of cell communication	21031	4344	
query_1	TRUE	3.6454668110946104e-42	3039	7769	1475	0.18985712446904363	0.485357025337282	GO:0048513	GO:BP	animal organ development	21031	13223	
query_1	TRUE	4.858468509552421e-41	1791	7769	939	0.1208649761874115	0.52428810720268	GO:0006952	GO:BP	defense response	21031	2614	
query_1	TRUE	5.681470257465323e-41	2742	7769	1346	0.17325267087141202	0.4908825674690007	GO:0070727	GO:BP	cellular macromolecule localization	21031	16772	
query_1	TRUE	6.371820136384481e-41	1411	7769	770	0.09911185480756854	0.5457122608079377	GO:2000026	GO:BP	regulation of multicellular organismal development	21031	26054	
query_1	TRUE	8.439895955517643e-41	1770	7769	929	0.11957780924185867	0.5248587570621469	GO:0033554	GO:BP	cellular response to stress	21031	8567	
query_1	TRUE	1.2222338530892201e-40	1424	7769	775	0.09975543828034496	0.5442415730337079	GO:0015031	GO:BP	protein transport	21031	4854	
query_1	TRUE	2.250920284363396e-40	2731	7769	1339	0.17235165400952504	0.4902965946539729	GO:0008104	GO:BP	protein localization	21031	3157	
query_1	TRUE	2.524317740741768e-40	829	7769	499	0.06422963058308663	0.6019300361881785	GO:0006954	GO:BP	inflammatory response	21031	2616	
query_1	TRUE	4.970074715460846e-40	1712	7769	901	0.11597374179431072	0.5262850467289719	GO:0042592	GO:BP	homeostatic process	21031	10601	
query_1	TRUE	6.114922158205442e-40	3001	7769	1450	0.18663920710516155	0.48317227590803064	GO:0051173	GO:BP	positive regulation of nitrogen compound metabolic process	21031	13997	
query_1	TRUE	9.07746165820347e-40	1819	7769	947	0.12189470974385377	0.5206157229246839	GO:0007049	GO:BP	cell cycle	21031	2680	
query_1	TRUE	1.6904276111227065e-39	2706	7769	1325	0.17054962028575107	0.48965262379896524	GO:0009891	GO:BP	positive regulation of biosynthetic process	21031	3789	
query_1	TRUE	3.3381809519215725e-39	2685	7769	1315	0.1692624533401982	0.4897579143389199	GO:0031328	GO:BP	positive regulation of cellular biosynthetic process	21031	7377	
query_1	TRUE	1.1010448171390739e-38	1579	7769	838	0.10786459003732785	0.5307156428119063	GO:0016310	GO:BP	phosphorylation	21031	5261	
query_1	TRUE	2.051303616198001e-38	1110	7769	626	0.08057665079160767	0.563963963963964	GO:0051241	GO:BP	negative regulation of multicellular organismal process	21031	14039	
query_1	TRUE	3.498215550919373e-38	1234	7769	682	0.08778478568670356	0.5526742301458671	GO:0040011	GO:BP	locomotion	21031	10240	
query_1	TRUE	6.74176748822294e-38	1227	7769	678	0.08726991890848243	0.5525672371638142	GO:0050790	GO:BP	regulation of catalytic activity	21031	13688	
query_1	TRUE	2.140676837662534e-37	1173	7769	652	0.08392328485004505	0.5558397271952259	GO:0033043	GO:BP	regulation of organelle organization	21031	8278	
query_1	TRUE	2.1888459439378483e-37	1290	7769	705	0.09074526966147509	0.5465116279069767	GO:0009968	GO:BP	negative regulation of signal transduction	21031	3844	
query_1	TRUE	3.5133646343371757e-37	1704	7769	888	0.11430042476509203	0.5211267605633803	GO:0007267	GO:BP	cell-cell signaling	21031	2828	
query_1	TRUE	3.86734471979708e-37	1179	7769	654	0.08418071823915561	0.55470737913486	GO:1901701	GO:BP	cellular response to oxygen-containing compound	21031	22188	
query_1	TRUE	7.771805556246192e-37	2603	7769	1271	0.16359891877976573	0.4882827506723012	GO:0010557	GO:BP	positive regulation of macromolecule biosynthetic process	21031	4259	
query_1	TRUE	8.164391004904573e-37	627	7769	393	0.05058566096022654	0.6267942583732058	GO:0002521	GO:BP	leukocyte differentiation	21031	1050	
query_1	TRUE	2.1899633493441177e-36	1033	7769	585	0.07529926631484103	0.5663117134559535	GO:1902533	GO:BP	positive regulation of intracellular signal transduction	21031	22897	
query_1	TRUE	5.523305867315393e-36	934	7769	538	0.0692495816707427	0.576017130620985	GO:0030334	GO:BP	regulation of cell migration	21031	7017	
query_1	TRUE	1.339511687475382e-35	616	7769	385	0.04955592740378427	0.625	GO:0050865	GO:BP	regulation of cell activation	21031	13748	
query_1	TRUE	1.553569445366192e-35	2074	7769	1042	0.13412279572660574	0.502410800385728	GO:1901575	GO:BP	organic substance catabolic process	21031	22105	
query_1	TRUE	1.805925705645822e-35	967	7769	552	0.07105161539451667	0.5708376421923474	GO:0007167	GO:BP	enzyme-linked receptor protein signaling pathway	21031	2762	
query_1	TRUE	2.605421265416844e-35	996	7769	565	0.07272493242373536	0.5672690763052208	GO:2000145	GO:BP	regulation of cell motility	21031	26166	
query_1	TRUE	3.2064187756101823e-35	1077	7769	602	0.07748745012228087	0.5589600742804085	GO:0032101	GO:BP	regulation of response to external stimulus	21031	7632	
query_1	TRUE	3.963973521957278e-35	5591	7769	2468	0.3176728021624405	0.44142371668753355	GO:0080090	GO:BP	regulation of primary metabolic process	21031	18320	
query_1	TRUE	8.06855865976601e-35	1038	7769	583	0.07504183292573047	0.5616570327552987	GO:0040012	GO:BP	regulation of locomotion	21031	10241	
query_1	TRUE	8.192000118030069e-35	932	7769	534	0.06873471489252156	0.572961373390558	GO:0034097	GO:BP	response to cytokine	21031	8691	
query_1	TRUE	9.762768577230648e-35	881	7769	510	0.06564551422319474	0.5788876276958003	GO:0050776	GO:BP	regulation of immune response	21031	13679	
query_1	TRUE	2.085526331528834e-34	971	7769	551	0.07092289869996138	0.5674562306900103	GO:0044087	GO:BP	regulation of cellular component biogenesis	21031	11272	
query_1	TRUE	3.059432874607729e-34	1576	7769	822	0.1058051229244433	0.5215736040609137	GO:0045595	GO:BP	regulation of cell differentiation	21031	11842	
query_1	TRUE	5.720601077704933e-34	779	7769	460	0.05920967949543056	0.5905006418485238	GO:0001816	GO:BP	cytokine production	21031	478	
query_1	TRUE	6.152786211470142e-34	894	7769	514	0.06616038100141589	0.5749440715883669	GO:0140352	GO:BP	export from cell	21031	20313	
query_1	TRUE	6.9258925934469776e-34	1189	7769	649	0.0835371347663792	0.5458368376787216	GO:0010628	GO:BP	positive regulation of gene expression	21031	4324	
query_1	TRUE	2.879668861527464e-33	1506	7769	788	0.10142875530956365	0.5232403718459495	GO:0043067	GO:BP	regulation of programmed cell death	21031	10863	
query_1	TRUE	7.721021196111618e-33	5440	7769	2396	0.30840520015446005	0.4404411764705882	GO:0051171	GO:BP	regulation of nitrogen compound metabolic process	21031	13995	
query_1	TRUE	7.78101794775e-33	561	7769	352	0.045308276483459906	0.6274509803921569	GO:0002694	GO:BP	regulation of leukocyte activation	21031	1219	
query_1	TRUE	1.0905917753540153e-32	773	7769	454	0.05843737932809885	0.5873221216041398	GO:0001817	GO:BP	regulation of cytokine production	21031	479	
query_1	TRUE	1.1909928534399471e-32	1091	7769	601	0.07735873342772558	0.5508707607699358	GO:0035295	GO:BP	tube development	21031	9257	
query_1	TRUE	1.6041139354276473e-32	827	7769	479	0.06165529669198095	0.5792019347037485	GO:0032940	GO:BP	secretion by cell	21031	8206	
query_1	TRUE	1.987163249967447e-32	1130	7769	618	0.0795469172351654	0.5469026548672566	GO:0072359	GO:BP	circulatory system development	21031	17886	
query_1	TRUE	2.6510932407995735e-32	964	7769	542	0.06976444844896383	0.5622406639004149	GO:0010243	GO:BP	response to organonitrogen compound	21031	4060	
query_1	TRUE	4.2939910828728314e-32	1338	7769	710	0.09138885313425152	0.5306427503736921	GO:0009057	GO:BP	macromolecule catabolic process	21031	3270	
query_1	TRUE	6.304833353187561e-32	1346	7769	713	0.09177500321791736	0.5297176820208024	GO:0006468	GO:BP	protein phosphorylation	21031	2231	
query_1	TRUE	8.457400615930526e-32	1600	7769	824	0.10606255631355387	0.515	GO:0044248	GO:BP	cellular catabolic process	21031	11304	
query_1	TRUE	9.447734902050384e-32	963	7769	540	0.06950701505985327	0.5607476635514018	GO:0046903	GO:BP	secretion	21031	12846	
query_1	TRUE	9.88859228666678e-32	1097	7769	601	0.07735873342772558	0.5478577939835916	GO:0044093	GO:BP	positive regulation of molecular function	21031	11278	
query_1	TRUE	1.5001647274148917e-31	484	7769	311	0.04003089200669327	0.6425619834710744	GO:1903131	GO:BP	mononuclear cell differentiation	21031	23363	
query_1	TRUE	2.2748382075701457e-31	1514	7769	785	0.1010426052258978	0.5184940554821664	GO:0048699	GO:BP	generation of neurons	21031	13381	
query_1	TRUE	5.258051625598978e-31	1371	7769	721	0.09280473677435963	0.525893508388038	GO:0046907	GO:BP	intracellular transport	21031	12847	
query_1	TRUE	5.636872155311901e-31	1060	7769	582	0.07491311623117518	0.5490566037735849	GO:1901698	GO:BP	response to nitrogen compound	21031	22185	
query_1	TRUE	6.050187159824199e-31	555	7769	345	0.044407259621572916	0.6216216216216216	GO:0042110	GO:BP	T cell activation	21031	10315	
query_1	TRUE	7.003214202283268e-31	1463	7769	761	0.09795340455657099	0.5201640464798359	GO:0042981	GO:BP	regulation of apoptotic process	21031	10815	
query_1	TRUE	1.1165740483653485e-30	1229	7769	657	0.08456686832282147	0.5345809601301872	GO:0031399	GO:BP	regulation of protein modification process	21031	7414	
query_1	TRUE	1.4299256911024958e-30	778	7769	451	0.058051229244433004	0.5796915167095116	GO:0030155	GO:BP	regulation of cell adhesion	21031	6925	
query_1	TRUE	1.5609640511929169e-30	1105	7769	601	0.07735873342772558	0.5438914027149321	GO:0051726	GO:BP	regulation of cell cycle	21031	14366	
query_1	TRUE	2.0268277453117527e-30	1128	7769	611	0.07864590037327841	0.5416666666666666	GO:0009628	GO:BP	response to abiotic stimulus	21031	3586	
query_1	TRUE	2.0381402876965975e-30	895	7769	505	0.06500193075041832	0.5642458100558659	GO:0000278	GO:BP	mitotic cell cycle	21031	77	
query_1	TRUE	2.8874202538503223e-30	752	7769	438	0.056377912215214314	0.5824468085106383	GO:0001944	GO:BP	vasculature development	21031	560	
query_1	TRUE	2.918308895158334e-30	946	7769	528	0.06796241472518985	0.5581395348837209	GO:0098609	GO:BP	cell-cell adhesion	21031	19347	
query_1	TRUE	4.6027037232773005e-30	768	7769	445	0.0572789290771013	0.5794270833333334	GO:0031347	GO:BP	regulation of defense response	21031	7395	
query_1	TRUE	5.135484553025114e-30	839	7769	478	0.06152657999742567	0.5697258641239571	GO:0071345	GO:BP	cellular response to cytokine stimulus	21031	17097	
query_1	TRUE	5.902295013917177e-30	1613	7769	823	0.10593383961899859	0.5102293862368258	GO:0030030	GO:BP	cell projection organization	21031	6891	
query_1	TRUE	6.490351481833954e-30	872	7769	493	0.06345733041575492	0.5653669724770642	GO:0035239	GO:BP	tube morphogenesis	21031	9225	
query_1	TRUE	8.583897486297049e-30	1276	7769	675	0.08688376882481658	0.5289968652037618	GO:0022402	GO:BP	cell cycle process	21031	6830	
query_1	TRUE	1.0715781650127787e-29	1133	7769	611	0.07864590037327841	0.5392762577228597	GO:0051174	GO:BP	regulation of phosphorus metabolic process	21031	13998	
query_1	TRUE	1.6088457459945134e-29	1132	7769	610	0.07851718367872312	0.5388692579505301	GO:0019220	GO:BP	regulation of phosphate metabolic process	21031	5787	
query_1	TRUE	2.146887055852119e-29	923	7769	515	0.06628909769597116	0.5579631635969664	GO:0098657	GO:BP	import into cell	21031	19355	
query_1	TRUE	6.209743344443112e-29	1724	7769	867	0.11159737417943107	0.5029002320185615	GO:0044419	GO:BP	biological process involved in interspecies interaction between organisms	21031	11378	
query_1	TRUE	7.008610680925214e-29	495	7769	311	0.04003089200669327	0.6282828282828283	GO:0002683	GO:BP	negative regulation of immune system process	21031	1208	
query_1	TRUE	9.281099535604073e-29	1570	7769	800	0.10297335564422706	0.5095541401273885	GO:0120036	GO:BP	plasma membrane bounded cell projection organization	21031	20035	
query_1	TRUE	1.9840724191403277e-28	905	7769	504	0.06487321405586305	0.5569060773480663	GO:0014070	GO:BP	response to organic cyclic compound	21031	4693	
query_1	TRUE	4.079666736242746e-28	434	7769	279	0.03591195778092419	0.6428571428571429	GO:0030098	GO:BP	lymphocyte differentiation	21031	6913	
query_1	TRUE	4.1392376702034585e-28	1026	7769	558	0.07182391556184838	0.543859649122807	GO:0009894	GO:BP	regulation of catabolic process	21031	3792	
query_1	TRUE	8.874366795226509e-28	995	7769	543	0.06989316514351912	0.5457286432160804	GO:0060341	GO:BP	regulation of cellular localization	21031	15019	
query_1	TRUE	9.511150889837358e-28	1431	7769	736	0.09473548719268889	0.5143256464011181	GO:0030182	GO:BP	neuron differentiation	21031	6936	
query_1	TRUE	5.3614076678082636e-27	721	7769	415	0.05341742824044279	0.5755894590846047	GO:0001568	GO:BP	blood vessel development	21031	358	
query_1	TRUE	7.298501407264102e-27	1253	7769	655	0.0843094349337109	0.5227454110135674	GO:0051247	GO:BP	positive regulation of protein metabolic process	21031	14042	
query_1	TRUE	9.038814832223446e-27	718	7769	413	0.053159994851332215	0.575208913649025	GO:0050778	GO:BP	positive regulation of immune response	21031	13681	
query_1	TRUE	1.4296271058585823e-26	497	7769	307	0.03951602522847213	0.6177062374245473	GO:0051249	GO:BP	regulation of lymphocyte activation	21031	14044	
query_1	TRUE	1.9667333421729407e-26	962	7769	524	0.06744754794696872	0.5446985446985447	GO:0008284	GO:BP	positive regulation of cell population proliferation	21031	3186	
query_1	TRUE	3.509489751041593e-26	745	7769	424	0.05457587849144034	0.5691275167785235	GO:1903047	GO:BP	mitotic cell cycle process	21031	23301	
query_1	TRUE	3.626578545192644e-26	540	7769	327	0.04209035911957781	0.6055555555555555	GO:0030335	GO:BP	positive regulation of cell migration	21031	7018	
