Symbol	SRR2182228	SRR2182229	SRR2182230	SRR2182231	SRR2182232	SRR2182233	SRR2182234	SRR2182235	SRR2182285	SRR2182286	SRR2182287	SRR2182288	SRR2182289	SRR2182290	SRR2182291	SRR2182292	SRR2182293	SRR2182294	SRR2182295	SRR2182296	SRR2182297	SRR2182298	SRR2182299	SRR2182300	SRR2182301	SRR2182302	SRR2182303	SRR2182304	SRR2182305	SRR2182306	SRR2182307	SRR2182308	SRR2182309	SRR2182310	SRR2182311	SRR2182312	SRR2182313	SRR2182314	SRR2182315	SRR2182316	SRR2182317	SRR2182318	SRR2182319	SRR2182320	SRR2182321	SRR2182322	SRR2182323	SRR2182324	SRR2182325	SRR2182326	SRR2182327	SRR2182328	SRR2182329	SRR2182330	SRR2182331
Srcin1	23542	19696	23399	17057	13954	22851	27485	14045	16999	5792	13532	11383	5267	26459	10972	11932	9137	5142	22742	8578	14257	31310	8988	14917	15318	10194	13275	24107	10790	27178	8818	32736	17293	11063	34835	20546	13808	13576	27442	39543	21684	43844	19507	24809	12950	60505	8766	16775	13296	6853	15706	17392	11382	53110	9116
Pfkm	19756	17433	15436	18894	15753	19847	22479	15733	24359	11474	18492	18290	9766	39702	12566	17284	15552	11125	29708	11103	19760	36825	11586	19374	22167	11538	17759	29650	17487	35906	11659	20841	10927	9004	22788	16433	9867	8717	17085	25562	14776	27874	14362	27606	14688	59503	9927	49676	14462	6910	15602	21128	11374	58337	8769
Dlgap3	11850	11763	9267	11976	10585	14569	12223	10471	29546	12090	22040	24187	9526	42113	13759	16275	14639	4728	22958	13886	22144	41889	14471	22858	28771	16090	19876	43014	21162	46715	15066	17850	9546	9371	20458	20872	8118	8697	12334	29493	11509	27876	11125	19427	11050	46704	6725	36764	12901	5493	10020	15463	10225	45360	5893
Plppr4	19648	21159	11983	19028	19096	19542	16120	15509	14094	4838	15362	11230	5364	28536	12345	12287	8738	4013	21962	13904	22320	36021	15290	20808	25382	13789	22644	34962	18467	39710	15721	17012	7606	7022	16947	15905	6680	6856	12526	23698	10029	19078	10616	25632	13651	58912	10808	12101	14092	7878	17889	20277	11936	62752	9405
Atp9a	21127	18573	17281	20345	18216	21780	23795	18567	22924	10988	16111	16325	8405	33932	12645	16288	13065	10478	26791	12195	21112	40395	12531	19097	25903	12583	17182	34490	18559	38296	12451	26337	13240	10082	26257	21066	11132	10340	19450	33499	16314	31193	15521	25676	15280	57678	9410	50790	14456	7355	14742	19672	11596	54929	8739
Rplp1	17061	16769	19230	19189	27429	22970	28381	17630	22166	12264	15433	14519	7801	33087	11703	13503	12813	20125	24716	12186	19343	46949	13177	16922	26814	12903	18322	29902	19186	40071	12683	18215	8998	8437	22830	12585	7464	8673	16039	27401	10726	24162	13861	16198	10407	38668	7909	65543	9368	5415	12440	12213	7431	38531	7338
Akap11	20971	22320	14777	21539	22520	22063	22316	22615	17459	5672	18909	13993	7217	33509	13440	16859	11341	5047	29649	14728	22963	36544	14732	20913	24995	13834	20823	36456	17537	39130	15747	20973	9714	7240	20738	17012	8555	8129	15721	28832	11876	21946	12908	24107	14355	59379	10206	6600	12120	7166	16043	19761	10518	59715	8750
Mal	2794	4367	3198	4289	5656	5658	5379	6840	17430	10173	15439	13546	7905	31563	8217	13284	12696	9919	20555	9252	12834	26255	9452	13441	17010	9814	12761	26124	13225	24163	8622	24553	14635	9917	47226	16323	15903	13322	37423	54105	21197	38029	16916	7001	3381	12673	2497	6157	3490	1439	3802	4026	3077	14661	2101
Ncs1	23227	24290	18016	23555	19667	27470	25872	17489	19182	8147	16124	13470	6827	32418	11780	15511	12421	8118	27186	12548	21539	34996	11254	18714	24045	12330	18087	34219	17589	34737	13281	22823	11089	8562	19464	16482	8958	8514	15594	27193	13122	25985	14462	25834	16926	62439	10894	31284	15820	8475	16806	22159	12645	62673	9944
Fam168a	14741	16700	12363	16076	15257	14882	17574	17676	14346	2748	18174	12224	7738	35542	14543	16319	12852	1463	30073	10303	17986	26645	13351	16989	18600	9674	19653	26332	11541	31856	12097	23246	10857	9221	26172	18498	12185	10224	20462	34663	17533	28927	14673	25740	12373	58405	9191	4447	14272	6539	13789	18077	10208	61861	8148
Ldhb	18606	16007	14831	19246	18403	20447	23567	12380	29028	17194	19608	19801	10100	39828	12204	18464	16166	16791	28623	14554	24123	49335	14515	22339	29904	13480	20027	38956	21246	43027	14110	24216	11740	8668	24456	20860	9030	10198	17156	35938	13314	27519	14644	19533	11562	36078	7338	58639	9928	5025	11312	14534	7971	37233	6650
Fasn	15029	15378	14007	16029	19143	17883	18424	13919	24984	12185	14007	15873	8964	30895	9595	15606	13616	9587	21421	10407	18087	34831	9264	17304	23812	9847	12472	30784	16520	31079	9161	25410	13338	9595	25796	21158	11577	10114	19534	38461	16380	32677	15189	23548	14337	49379	7729	61678	12621	6166	11301	16244	10493	46220	6472
Nt5dc3	13320	18906	8297	14839	14460	15385	16441	20878	4405	921	4572	3272	1810	8156	3988	4982	3515	987	8162	1788	3212	6098	2546	3092	1771	2251	3024	5053	2639	6229	2608	7425	2961	3329	7072	5912	3269	2975	4594	8027	4780	9344	5114	24686	12366	61816	9082	5971	13629	7146	15428	20827	11166	54852	8696
Ghitm	21460	23035	18482	26145	24210	25793	28998	25812	25512	11237	23448	18977	8997	44247	15862	18901	15203	10207	31047	12939	21268	43076	15975	20823	26334	13845	21504	34865	18862	43392	15446	21353	10298	8756	22806	17396	8366	9134	16311	29118	12610	26039	13886	25217	14494	57639	10562	23793	13823	7486	16763	20860	11144	56668	9581
Pip5k1c	16619	19977	15732	16935	18057	18583	20523	20413	16399	6136	13972	11148	5262	26296	10639	12232	8947	4329	20418	7719	12348	25134	7819	13503	15049	8253	10625	22566	10113	24786	8843	23356	12212	8402	22096	18850	9551	9159	15999	26783	13791	30112	13545	26954	13901	64902	9584	30562	14620	7238	14222	20567	11471	61086	8449
Tmem30a	23209	23772	17590	26857	25918	26972	27562	27197	18930	8526	18876	14319	7617	34842	14343	16121	12179	12044	30750	11586	20182	38489	13676	17689	22458	12072	17952	30322	16397	35233	12600	22630	12268	8475	25327	17386	9661	9633	18617	29291	13930	28030	15229	25600	16294	64870	12740	20852	14335	8110	18635	22017	11986	59519	10625
Adam11	7888	11582	6687	5410	9550	7811	6910	13702	5655	2205	4937	4220	2309	11614	4441	4660	3597	1465	9865	2722	4132	8356	2645	4808	4875	2303	3445	8164	3052	8679	2631	9235	4045	2795	8104	6406	3244	3391	5473	9239	4497	10809	4977	27023	10913	65448	8888	18470	12474	8220	14120	18879	10033	54719	7885
Aatk	11729	12052	10189	12288	10944	12700	13972	11624	22013	9128	15896	15286	8557	39917	10738	16370	14317	7824	28034	10992	17406	32639	9360	17991	20816	11336	14514	33858	16237	32715	9904	30596	13356	10587	35342	21565	13477	11927	27362	44094	19910	39457	17314	19288	10046	50208	6917	14388	12112	5623	10346	13687	8916	47207	6947
Uhmk1	22246	21999	19418	21778	21698	26306	26986	26915	19244	7652	17317	14201	8470	36515	14231	17178	13586	8546	32682	9499	16038	29528	10754	14818	18465	9819	15093	26041	13515	28661	10745	21668	11215	8186	21983	15700	9252	8522	17153	26764	13406	26885	14171	26503	15687	64690	11081	17088	13916	7982	16128	22043	11060	60115	9878
Pfn2	24024	21384	17329	22307	22291	25034	26606	21489	19183	8494	16899	13207	7387	33469	13022	15138	11743	11159	28106	10569	17649	36709	11745	15376	20629	10510	16176	27318	15051	33484	11196	23969	11860	9690	25202	16401	9405	10125	19190	30351	13413	29705	16941	25715	16090	63328	11892	28716	13781	8148	18428	20336	11162	60447	10622
Rasl10b	11214	13188	9874	11699	10808	14958	13173	10995	26351	11713	21417	19947	7900	36046	13353	15072	12757	6811	22279	15515	26330	49271	16564	26205	31897	16031	22858	43050	23138	49193	17135	16815	8257	7798	16830	16023	6544	7351	11166	27128	9555	20198	9684	16251	9790	37581	6571	31458	9437	4865	9771	13696	7749	37074	5814
Chd5	29377	19994	24136	19942	13835	25234	32291	15058	11980	3761	11996	11377	5461	27537	11967	13874	8296	3779	24165	6576	9763	21092	7911	9933	12191	7716	10098	17065	7789	20077	7750	22620	11965	9874	24743	15444	9327	9259	19564	27284	15186	34094	15911	27056	14952	55778	8768	10529	9498	8269	14845	22786	8778	58214	9554
Wasf1	12854	18850	8407	14408	14217	17067	10831	18759	10867	4675	8954	7922	3733	15883	7532	8366	6064	4538	12933	8618	14624	29372	9018	13150	18016	8204	12201	22863	13201	26690	8995	13645	7222	5656	12482	12123	5883	5363	9326	16615	8613	17855	8748	25580	15878	60079	10933	31133	14696	7375	16937	21095	12098	60765	9658
Egr1	3348	4214	3746	4943	4215	5231	4745	4174	13127	6509	11272	9765	3736	19103	8517	9300	5949	5042	15428	10557	21997	38768	13375	20186	22468	10729	17042	26954	16441	35027	11937	29591	16215	13085	30284	38084	13056	15709	19806	47815	18765	39698	16130	11253	6389	25218	3516	11684	5744	2779	5195	8017	4782	21897	3830
Bcr	9383	6689	8540	8794	7539	9711	11305	6125	20727	7921	19381	17088	6840	33288	11709	14418	10220	4272	21291	17352	26582	45249	17279	26289	30755	16125	22673	46307	23018	49690	17318	14815	6516	6261	13493	16073	6362	6255	9887	28156	9243	17523	8461	10771	6647	22841	3823	9722	5602	3309	5197	7764	4423	25214	3481
Gabbr2	16128	17743	10596	15675	13846	13638	13215	15911	5589	2048	7088	5257	3033	12035	7114	8232	4894	1303	14400	2846	6459	10916	3898	3950	4494	3314	5419	9157	3607	10455	3474	17148	8072	5753	16794	12544	6697	6984	11965	15888	11104	22497	10380	25371	14246	62992	7657	11445	14631	7004	15030	19243	11747	57222	8593
Arpp19	3800	3339	3281	3205	4115	3622	4155	3087	22535	10054	22174	19028	7139	33886	14238	15131	11395	6328	21834	14715	24176	43212	17178	22700	28749	14612	23397	38485	20072	46368	16826	14040	8009	6423	18220	16697	6185	7393	11463	28334	9470	18641	9369	4595	2943	10207	1882	7949	2708	1281	2916	3140	1668	10217	1802
Crym	10808	6492	7912	7940	6847	11446	12393	12267	3760	2031	2547	2941	1073	4738	1929	2615	1759	2018	3161	11489	18536	37677	10735	16459	26594	11329	16676	31879	18961	30802	11254	8851	5560	4484	11158	9332	4493	4338	8671	14958	6551	13659	7981	22488	12971	41170	8201	48129	11240	6130	12237	17228	9172	42029	8604
Lzts3	9028	10388	5441	11600	9705	10178	8172	5232	20117	9236	18260	15754	6567	30860	12190	12159	10385	4820	20150	16535	24341	46654	16369	25105	33668	16229	23705	44735	24620	49509	17117	13016	6878	6137	14785	14926	5884	6464	10034	23874	8395	18052	8815	11873	6803	30326	5211	20153	7583	4248	8748	9300	5935	32152	4667
Pclo	19753	21237	15579	18082	16895	19978	21190	17303	14690	4651	14258	10582	5577	28062	12506	13193	9182	3442	25987	10607	18124	29440	11608	16913	18201	10336	16392	28001	13191	30641	11454	23184	12221	8998	23561	18580	9785	9568	18069	28852	14467	30407	14148	24881	13533	63309	10535	11420	13152	7235	15316	19962	10464	58671	8687
Fam171b	25302	19540	16903	24222	20507	26195	25598	19797	11480	4473	13920	9734	4750	22560	11373	11153	8118	4502	22717	11375	19199	30008	11812	16615	19465	10514	17833	27487	14179	30718	13580	25212	14089	9535	27403	18461	11240	9468	22205	32883	15670	29624	16810	25520	13396	56974	10199	12842	12973	8226	16577	20756	11026	62779	10887
Sdha	19344	15854	15156	19819	19299	20246	21077	17056	24086	11983	19415	15746	8910	41922	14140	18075	14393	13149	31365	12221	20647	40482	13902	16682	24440	12041	19327	35025	17217	37949	12242	26207	13199	10393	27894	18225	9114	10542	20541	32047	13402	29932	18074	25803	17712	56529	9813	34477	12729	7048	17098	20578	10516	55494	10494
Gbp2	657	19317	26443	26896	28100	28406	40183	46965	104	94	133	111	54	223	86	126	92	72	154	62	88	213	60	70	149	127	102	175	130	180	67	178	96	78	224	134	113	98	178	329	97	219	163	120	75	271	73	242	174	36	95	99	130	299	47
Grm5	19239	18093	14543	19754	15581	20467	21287	16803	15227	4923	20437	12713	6250	31960	13432	13197	9472	3046	25970	14431	22434	35034	17725	23072	25151	14553	25554	37722	18693	45152	18446	21057	6984	7653	15829	14223	7177	6042	12294	24577	10410	18725	10664	23069	11892	51511	9031	6411	11572	7232	13462	17559	9572	53389	8096
Add2	19733	27471	14199	23313	22637	24398	20013	18376	16751	5600	18187	13085	6453	31344	13117	13956	10097	3464	25586	12632	19971	32826	13877	19775	22578	12219	19823	33661	16222	36765	14364	18817	9274	7663	18316	16989	7707	7483	13232	27018	11181	22817	12367	23901	12645	55506	9791	13273	13559	7326	16183	18793	11403	60937	8375
Dync1li2	4777	3980	3870	4265	6393	4635	5423	4576	21574	6132	16816	13936	6949	27215	13200	17626	10329	3817	26913	11736	15846	29606	14755	22500	21185	9447	19657	30621	15010	34160	13273	23315	14077	11896	26143	21414	13203	10244	20040	37946	13701	30873	16234	18421	10702	48093	7942	2835	9724	7073	11601	14526	7910	49961	6803
Syngap1	14988	16027	11876	12806	12921	14546	13470	12603	14481	4226	13482	10715	5109	28394	10238	11538	8533	1960	20146	10625	16566	28396	10021	18099	18392	11037	15547	32031	13493	32344	10938	21984	9822	8164	17849	16837	8426	7160	12881	26027	11838	25391	11770	23810	11421	60326	8772	9842	12685	8310	13020	17723	10694	58420	7231
Slc25a22	14156	11453	12547	11305	10240	12443	16667	14199	11749	3990	10109	8844	5186	20675	11400	10676	9070	2964	18729	7236	11909	23073	6295	9421	12821	6566	9969	16627	9350	19861	6433	20967	10350	7369	17876	13572	8222	8594	12587	22627	12826	25214	13616	26750	13908	66855	11109	12514	12837	6947	15464	20512	10463	57067	8628
Tomm20	20426	18692	17455	20704	23438	23238	26232	19401	22158	10207	21243	16515	8095	36129	14981	17032	13987	10698	31813	14980	24917	47383	17315	24129	31742	15548	25491	36885	23967	45429	17343	21875	10908	9271	24246	16116	8805	8708	17159	30743	12793	25635	13944	22574	13033	52108	9845	26784	11626	6918	15265	17296	9557	50418	8337
Scn2a	30105	23855	19858	26751	21827	26888	29663	20559	12390	3884	16070	10455	5101	25705	13308	12713	7841	3083	26853	10586	16133	27906	13615	16315	18579	10516	18483	28119	13331	33374	13069	20119	10881	8176	23934	16109	10403	8647	18001	26277	14575	27899	14631	23091	12908	58682	9836	8542	12463	6946	15362	18366	9842	55739	8679
Tomm70a	12667	12532	9326	13179	12906	14478	14096	12883	22594	9391	23361	16560	7319	39918	16125	15763	11726	6659	28296	16857	24165	44871	19382	24754	30861	17250	27000	43234	22491	50932	19664	13601	6788	6117	15941	14714	5678	6831	11059	24753	8326	17200	9304	13162	7846	30542	5811	10554	6971	3910	9027	10396	5657	29604	5132
Aff4	18842	23653	12423	19500	21144	18017	20717	23211	9707	2831	17909	8487	4333	27565	12785	11605	7475	2355	31828	11284	15400	20474	13952	14909	15012	11380	20909	25887	12299	26631	16846	17781	7514	7833	20045	12879	7603	6675	13885	25745	10843	19320	13719	19808	9632	55618	7375	4549	9483	6448	15235	14937	9879	61091	7084
Mmd	12017	16642	10023	14095	14273	17135	13982	20694	9007	3697	9790	7057	3329	15528	7899	7352	5432	4344	13514	7356	12748	22814	8817	11511	14673	7580	11652	19207	10612	22544	8378	9920	5815	4651	12734	9535	4733	4938	8805	14796	6961	14783	7746	24498	14957	62786	11802	23755	13134	7681	16881	20309	10975	58733	10044
Hap1	14714	7845	12695	12111	11640	12734	13837	8212	20383	8630	10765	17166	10589	40019	13022	23313	15512	17955	39243	15488	22924	46693	11368	20290	32461	12925	18688	41179	24058	36254	11677	21745	6502	6259	11039	10017	6060	4696	9060	17565	7745	14596	9041	22520	12914	41261	6452	21818	11134	7156	10835	14317	9235	38204	6494
Syt7	10483	10758	6781	7664	12734	8657	9280	4720	14699	5317	13374	8260	5925	26986	10593	11775	9642	1562	22248	10084	5350	21062	6701	13177	9794	6129	11011	20567	7853	24924	9977	32298	11349	8732	22658	17166	9610	7953	17743	25961	13938	29977	16010	18172	8816	56336	8587	6970	11908	7676	13338	15522	8293	56707	6994
Arhgap33	9717	5652	7830	6510	5001	8009	8857	3855	19274	6876	16091	13818	6343	32689	11842	12058	9450	2752	20605	17469	23333	41957	14176	26630	29544	15561	21804	46007	21407	46626	15425	19451	8152	8357	17687	18730	7529	7605	12688	29506	10951	24572	11306	13312	6016	26774	3521	9758	5284	3783	5740	7888	4380	24680	3487
Pcp4l1	1640	1448	1558	1756	3243	2073	2269	1278	13306	7000	12531	11129	3655	18946	6539	7840	5878	3398	10178	13716	23849	46316	17120	23429	28060	14811	21778	35981	20427	44598	16299	7602	4628	4677	10808	11945	3437	5265	7144	21837	5033	11795	5561	3437	1334	4342	932	3680	1340	614	1349	2078	1102	4812	928
Spag9	23204	21839	16148	25579	26238	25789	25997	19596	19163	7108	19752	14536	7683	37493	13697	17107	12679	7190	32268	12308	19221	33495	14209	18440	22597	11866	19539	32891	16347	36121	13995	25978	12376	9734	27815	18458	10592	10140	20680	35396	15287	30460	16549	23639	12805	54550	9452	9551	12212	7115	14446	18597	10031	54843	8333
Plekhb1	6188	7475	5137	8012	8487	9518	7784	8198	20559	10220	12465	15048	8918	34573	7349	13245	14901	11910	20143	8789	15674	28049	9766	13871	19036	9862	12364	28845	13708	26016	8194	28096	15195	10674	43577	17382	15141	13173	32122	54898	21528	36659	17224	11099	5655	20144	3923	11652	6058	2447	5605	7168	4879	22425	3547
Frrs1l	17110	23853	11377	19110	20119	22104	16097	24816	11867	4077	14486	9831	4633	21944	10248	10586	7231	3938	18997	7132	12782	20970	9107	11926	13896	7441	12082	18897	10112	22675	8515	15998	9200	6538	18035	12619	7466	6525	13014	19758	10683	20950	10663	23611	14129	62897	11111	11721	13655	7445	16411	20119	10940	58974	9052
Hnrnpk	20457	19831	17114	24170	27856	26515	26510	23666	20712	9203	16729	15257	7776	33477	13263	16806	12821	9095	28566	13929	23725	40751	13935	21401	28301	13514	20118	37370	21050	38467	14278	27384	13665	10191	27584	20452	10772	10880	20785	38632	15755	31159	18010	25861	15811	53724	10368	18788	14376	7450	16737	21642	11273	54703	9141
Tspoap1	16083	12122	11336	9356	11708	11884	12695	6312	18164	7223	15379	13055	6104	34291	11886	13594	10558	4553	26180	16335	22641	39417	13191	23617	25761	14148	19409	42028	19481	40849	14070	26803	12799	9076	23467	20504	9444	10384	16432	35206	12277	30494	15090	19260	8505	44375	6499	20751	10418	7241	11928	13957	7180	44532	6715
Hsp90b1	18917	19211	20663	27903	30335	28503	29791	27312	15547	8192	14435	15850	6601	34960	12508	17062	9900	8425	27788	13492	20249	39753	12787	17240	19753	12096	17500	32314	15080	38404	13245	20999	11399	7811	23807	16421	8494	9141	17733	33148	12084	25152	14397	20679	12404	53202	8422	14894	10691	6976	13558	16815	8181	48385	8159
Slc25a3	18626	17783	16507	19964	21705	21945	24022	18620	23544	11479	16761	15953	8718	36956	11998	15734	13607	13548	27299	11883	21192	45738	13383	19492	26043	12941	17986	33550	18588	39070	12732	22705	11477	9021	24067	19427	9209	9879	17442	31884	13377	28406	15522	23373	13355	50093	9226	40955	12214	6811	13761	17394	9896	50579	8680
Sez6l	15369	17124	10880	15732	16266	17457	14920	16070	8887	3315	5310	6399	4239	16409	6023	9070	7063	5042	15479	1946	4010	8571	1932	2989	4765	1941	2867	6243	3331	6860	1752	19070	7373	6112	12198	9029	6058	4533	9850	13132	8998	17262	8987	25557	13903	55652	8857	19274	13673	7586	14026	19581	10990	57728	8250
Rnf157	16373	15963	12312	13595	11748	8415	17272	14129	16571	5414	14558	12357	5947	29147	10111	12727	10326	2442	25669	8354	13385	23587	8957	12251	13494	8225	11921	20914	10070	25080	9713	19988	9435	7782	18301	15613	7399	7888	13947	24366	11410	26203	11604	25568	12982	59660	9047	10187	12896	6479	14124	17471	10712	59287	8708
Map2k1	13108	16657	11031	16083	17010	17195	14342	14360	19759	8013	15614	12404	6979	28063	12676	13759	10880	7362	24650	14306	21669	45672	13812	21794	32005	13076	21121	37249	22764	40261	14532	14884	8224	6303	16004	13310	6580	6360	11688	20057	9648	18030	9255	19622	12808	51469	9343	20441	12502	6193	15149	16289	10133	49012	7312
Abca2	12365	14046	11844	13810	14732	13787	16207	12995	23102	10969	14916	15937	9251	37844	10230	16403	13810	6739	26949	11840	18544	34408	10171	17786	21332	11646	14261	34816	16265	31745	10491	34056	13825	11130	34280	21535	13262	12333	25431	48742	20203	38966	17527	20259	9477	41739	6078	17971	9544	5918	10036	14136	7267	40444	5790
Sh3gl2	17190	16308	13402	14594	12688	16162	18636	18952	10123	3478	9373	7270	4388	17939	9348	9620	7105	4184	17091	4462	7782	15442	4927	7272	8312	4617	6420	11642	6103	13765	4727	17232	10543	6928	19872	13509	8651	7747	15942	19170	12048	24242	12537	25309	14432	62584	10896	19087	12502	6808	15738	20202	10093	56048	9182
Epha4	7258	21236	4236	14389	15045	12070	7936	19484	8488	2493	8752	6484	3067	14289	6146	6252	4764	1551	11000	6302	9771	17074	6779	10136	12792	6696	9863	17460	9075	19189	7599	8069	3616	3630	8430	7061	3056	2826	5540	11935	4411	8556	4860	20334	11452	60242	9902	8573	11898	6113	13481	16358	8747	56140	7280
Cox4i1	16386	13809	14368	15916	15538	18904	21296	13159	21741	11673	14688	14648	7428	31521	10367	13463	11760	15491	22311	9424	16854	37434	10490	14730	20631	10442	14253	25819	14711	32528	10100	18669	9571	7947	21476	15274	7314	8254	14790	25883	10799	24510	13204	19805	11392	41828	8428	62557	10271	5533	12383	14565	8471	42614	7522
Mapk8ip1	13287	13803	11444	12945	12389	15992	15893	13866	24132	11868	17486	17804	8656	35894	12340	15355	13926	10797	25044	12864	20953	42407	12758	20642	26366	13071	17724	36843	19252	39932	12690	24412	12594	9703	26820	19452	10679	10914	19627	36610	15301	31758	14737	20382	12006	46812	7971	39239	11542	6193	11969	15611	9461	44681	7040
Vim	4135	18704	18266	18752	49552	26788	29750	45713	1322	809	950	816	565	2013	718	936	831	1270	1513	762	1696	2158	607	1097	1902	1153	1329	2279	1259	2078	717	3455	1690	1521	3959	2574	1302	1827	3405	6291	2063	4095	2828	2261	1134	3712	715	5058	2115	513	1167	1449	1883	4558	732
Gabrb3	19618	22186	12949	20146	19674	21472	18120	19862	14847	5523	15054	10566	5467	27711	11921	12318	9131	4525	23832	11249	18079	31843	12428	17017	20883	10954	17858	29213	15142	31926	12957	16432	7992	6224	16591	12784	6892	6230	12749	20085	9805	19551	10212	24030	12896	56761	10090	17191	12644	7183	15708	18412	10138	58644	8543
Sf3b1	23711	22755	20378	25843	32446	27410	30263	22856	13409	4997	17197	11025	5617	30654	12920	13130	9566	6236	26576	13758	21080	39086	15726	20565	26083	13913	22666	35779	18136	38414	14904	22538	10769	9157	26176	17628	9244	10631	18844	34347	13050	29618	17760	19122	9375	45893	8087	11682	9758	6799	13916	13617	8178	47162	7704
Phf24	14542	13769	12819	13616	11242	12742	15846	10886	15603	4957	18109	13362	6900	35381	15438	15731	11656	2153	31020	11514	16758	31569	13847	17488	18999	11190	17895	32736	13777	33719	12267	27668	13089	11396	33072	24266	11921	12987	25019	37259	18830	40103	21343	17187	8601	43105	6999	7329	9762	6645	10421	12610	6665	45579	6131
Leng8	15566	13427	13385	8576	14698	11008	13057	7671	14915	4668	12597	9410	4689	30258	8859	12880	7612	2846	24430	12762	15576	27976	9038	18223	15474	10355	14759	32545	11697	29540	10340	32142	11530	10377	26954	18092	8842	10106	18097	38857	13793	32741	16099	19296	6627	48278	6263	10705	7957	7116	9952	12356	6414	47153	5790
Reep5	18655	20465	15461	22392	22329	23942	23732	22854	18724	8294	14274	14622	7783	32303	12260	15728	12867	10011	26445	10763	18351	34202	11392	15141	20305	11461	15184	29096	14888	31876	10130	24885	12331	9392	27748	19162	10122	10031	20520	36334	15055	29932	16271	25842	14415	58748	9879	23173	13624	6941	15438	18440	10685	53548	8762
Cbarp	9491	9169	8025	8743	5221	10052	10092	8817	23809	7535	14980	13885	7405	35392	12731	16671	12666	4895	30294	10673	17390	36032	9683	16729	19858	11256	16860	28863	13414	34381	10553	24933	9741	9543	21218	16781	8297	9705	14825	27456	12809	26443	14539	20435	12770	52618	7987	20602	11640	8288	12045	15574	7929	48650	6275
Astn1	21112	19565	15427	20708	17439	21632	21357	19232	14360	4496	12512	10328	6182	27557	10590	14292	9363	3687	24703	9960	15599	25031	9418	14312	17537	8273	13613	26528	11704	26924	9610	20764	9609	6917	17858	15516	8062	6283	13420	23919	12414	23022	11851	28712	13164	58961	8909	11704	12677	8139	15204	20250	10874	56691	8138
Snca	14157	13507	8965	9611	13177	15711	12402	14863	8126	3716	7668	6112	3282	12621	7843	6656	5193	6705	12744	6301	13864	26273	7781	11070	14327	7306	10349	17368	10349	20124	7286	12825	8423	6260	16539	12050	6246	6541	12380	18657	9241	20188	11053	23517	15373	57346	11882	39287	13552	7434	19022	20308	10892	54164	10235
Trf	3265	14420	12721	9597	13929	11680	19328	23885	23627	16317	13034	15837	10101	35779	7816	14647	15891	22116	20099	8485	12420	26718	7911	11588	16647	8089	10377	25681	12317	23205	7088	25561	15243	9571	42275	14369	15979	12806	30375	53950	22570	36823	15484	11039	4785	15970	3080	19325	4485	1876	3930	6581	3632	17085	2721
Sqstm1	19385	16464	15758	19305	21326	21097	22259	19381	23244	10395	17068	16557	8928	34399	13859	17316	13677	13972	29748	10199	17813	38169	11848	17046	24143	10823	16675	32218	16872	33065	11018	24492	12908	9792	27135	17698	10182	10201	19857	30980	14737	29981	16091	22836	14364	55001	10010	40886	13360	6594	15781	18066	11104	51975	8204
Mpeg1	3851	21823	23827	29673	34197	30872	33563	43350	1833	868	1635	1257	722	3009	1085	1338	1113	600	2339	858	1383	2374	981	1172	1733	947	1309	2453	1169	2632	920	1569	898	645	2091	1230	774	699	1532	2519	1095	2158	1208	1306	721	2817	514	1155	789	391	806	1008	622	3166	475
Ahcyl1	22233	20266	16645	22951	24975	22118	24461	15889	22161	9274	19866	16459	8470	42529	13762	16886	13771	7976	30333	11311	17867	33453	12285	18279	21044	12247	17341	30911	15236	35233	12327	20764	10176	8055	22816	15915	8131	8703	15654	29271	11376	25724	13029	22808	12207	53022	9855	18673	12520	7348	14433	17635	10368	54457	8588
Fam131a	14293	14951	10150	12352	14576	14980	13140	12690	7708	3449	6600	5861	3056	11486	5789	6208	4762	4221	9917	5495	9497	19083	5398	8338	11644	5249	7388	14126	8177	15777	5391	12448	7499	5215	14100	11099	6100	5033	9691	14962	8574	17529	9785	22521	14459	52430	10213	43134	13502	7089	15819	18314	11297	55457	9043
Prrt2	4289	7013	3543	5135	5161	5572	4876	7269	12709	5796	12948	8971	5203	21664	10072	10582	6869	3433	15858	7856	13867	27550	9267	10855	14216	8761	12547	17245	10561	22798	6424	16021	8324	6955	16193	10845	5828	7305	12452	17540	9857	26666	9287	20499	11588	63209	7167	12317	9690	6004	13746	13806	9015	48670	6484
Copg1	17385	15516	14140	15317	15779	16950	19685	15191	17514	9732	17658	15942	8354	31697	13165	15438	12455	7553	25361	12098	17866	39946	12617	20216	24792	12287	16842	29765	18310	32365	13353	23626	10775	8425	22479	15628	8597	9113	13510	25058	12652	26282	14183	26849	11922	55871	9969	29688	12539	7498	15203	18450	9631	55961	8975
Trim44	18988	17265	14007	19605	20328	19796	21411	17065	15337	4215	16053	11049	6499	29365	12535	15472	9730	2533	26550	10663	17316	26630	11713	14353	19672	9930	18279	29982	13140	32027	12743	23268	12221	8418	22694	16456	10449	7866	16864	30229	13843	27178	15700	26737	15808	55035	10597	7336	13469	7369	16446	20115	10837	57133	8250
Ntrk3	6680	8135	3902	8224	12466	7739	7291	7224	9316	3608	10911	7963	3620	24102	10617	8613	8420	2315	22593	9442	12124	29343	8559	5693	13409	10041	13115	23378	11647	28976	10331	14134	7850	4292	10814	10388	6623	5589	14265	16512	8654	16613	9203	16876	8066	55711	5949	5549	9568	8423	10029	6102	7781	54073	7602
